gender,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1
1,23.0,17.02,21.28,17.02,21.28,14.89,8.51,24.39,17.07,17.07,19.51,14.63,7.32
1,23.0,17.02,21.28,17.02,21.28,14.89,8.51,24.39,17.07,17.07,19.51,14.63,7.32
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,26.0,14.89,19.15,21.28,19.15,14.89,10.64,21.74,19.57,13.04,21.74,6.52,17.39
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,27.0,7.5,17.5,20.0,22.5,12.5,20.0,20.0,12.0,12.0,20.0,20.0,16.0
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,26.0,21.28,17.02,21.28,12.77,6.38,21.28,29.41,11.76,23.53,20.59,2.94,11.76
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,24.0,20.51,5.13,23.08,12.82,17.95,20.51,37.04,18.52,7.41,14.81,7.41,14.81
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,26.0,16.28,16.28,18.6,16.28,16.28,16.28,18.18,11.36,18.18,20.45,13.64,18.18
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,25.0,16.67,16.67,16.67,16.67,14.81,18.52,16.98,15.09,15.09,16.98,16.98,18.87
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,15.56,17.78,17.78,17.78,17.78,13.33,25.71,11.43,8.57,28.57,8.57,17.14
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,27.0,9.52,19.05,23.81,19.05,4.76,23.81,26.32,15.79,5.26,23.68,7.89,21.05
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,28.0,17.39,17.39,19.57,19.57,10.87,15.22,33.33,18.52,7.41,25.93,7.41,7.41
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,32.0,17.24,17.24,17.24,17.24,13.79,17.24,19.23,19.23,15.38,19.23,9.62,17.31
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,28.0,14.71,14.71,14.71,14.71,20.59,20.59,22.22,16.67,11.11,13.89,16.67,19.44
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,23.0,25.64,17.95,15.38,20.51,10.26,10.26,27.78,8.33,16.67,16.67,8.33,22.22
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
1,26.0,20.0,16.0,18.0,16.0,16.0,14.0,20.83,16.67,16.67,16.67,12.5,16.67
